iShares Canadian Short Term Bond Index ETF
Inception Date,"Nov 20, 2000"
Fund Holdings as of,"06-Aug-2015"
Total Net Assets ($000s),"$2,136,492,505"
Shares Outstanding,"74,200,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,CUSIP,SEDOL,Weight (%),Market Value,Country of Risk,Sector,Coupon (%),Maturity,Duration,Price,Asset Class,Currency,Market Currency,FX Rate,Mod. Duration,YTM (%),Yield to Call (%),Yield to Worst (%),Notional Value
"JOHN DEERE CANADA FUNDING INC MTN","47787ZAD4","2B65WB9","0.05","$1,018,176","Canada","Financial","1.95","Apr 12, 2017","1.65","101.20","FI","CAD","CAD","1.00","1.64","1.23","-","1.23","1,018,176.39"
"INTEGRATED TEAM SOLUTIONS PCH PART","45825PAA0","-","0.05","$1,016,754","Canada","Infrastructure","2.23","May 31, 2018","1.32","101.27","FI","CAD","CAD","1.00","1.31","2.06","-","2.06","1,016,753.72"
"POWER CORPORATION CANADA","739239AB7","B461X61","0.05","$1,008,599","Canada","Financial","7.57","Apr 22, 2019","3.28","120.65","FI","CAD","CAD","1.00","3.26","1.79","-","1.79","1,008,598.72"
"CROMBIE REAL ESTATE INVESTMENT TRU","227107AF6","-","0.05","$1,007,624","Canada","Real Estate","3.99","Oct 31, 2018","3.04","105.00","FI","CAD","CAD","1.00","3.01","2.37","-","2.37","1,007,623.74"
"CAD CASH","-","-","0.05","$967,025","Canada","Cash and/or Derivatives","0.74","Aug 7, 2015","0.00","100.00","CA","CAD","CAD","1.00","0.00","0.74","-","0.74","967,024.92"
"FIRST CAPITAL REALTY INC.","31943BBA7","B9G62Z3","0.04","$956,938","Canada","Real Estate","5.85","Jan 31, 2017","1.44","106.23","FI","CAD","CAD","1.00","1.43","1.58","-","1.58","956,938.18"
"TOYOTA CREDIT CANADA INC MTN Prvt","892329AM5","BCCW4R2","0.04","$936,441","Japan","Financial","2.75","Jul 18, 2018","2.84","103.91","FI","CAD","CAD","1.00","2.83","1.39","-","1.39","936,440.84"
"VW CREDIT CANADA INC","918423AD6","B8F4PK7","0.04","$930,306","Germany","Financial","2.90","Jun 1, 2017","1.77","102.84","FI","CAD","CAD","1.00","1.77","1.31","-","1.31","930,306.45"
"LOWER MATTAGAMI ENERGY LP Prvt","548243AD6","-","0.04","$926,919","Canada","Infrastructure","2.23","Oct 23, 2017","2.16","102.35","FI","CAD","CAD","1.00","2.15","1.15","-","1.15","926,918.62"
"EQUITABLE BANK","29446NAA8","-","0.04","$915,210","Canada","Financial","2.60","Apr 7, 2017","1.63","100.83","FI","CAD","CAD","1.00","1.61","2.08","-","2.08","915,209.84"
"ENBRIDGE GAS DISTRIBUTION INC MTN","29290ZAM2","-","0.04","$913,963","Canada","Energy","1.85","Apr 24, 2017","1.68","101.02","FI","CAD","CAD","1.00","1.68","1.24","-","1.24","913,962.76"
"KELLOGG CANADA INC","487809AB1","BMMW2L2","0.04","$913,058","Canada","Industrial","2.05","May 23, 2017","1.76","101.03","FI","CAD","CAD","1.00","1.75","1.46","-","1.46","913,058.24"
"TRANS-CANADA PIPELINE MTN","89353ZBR8","B1FR1B0","0.04","$896,987","Canada","Energy","4.65","Oct 3, 2016","1.12","103.94","FI","CAD","CAD","1.00","1.12","1.21","-","1.21","896,986.54"
"RIOCAN REAL ESTATE INVESTMENT TRUS","766910AS2","-","0.04","$892,906","Canada","Real Estate","3.80","Mar 1, 2017","1.51","103.40","FI","CAD","CAD","1.00","1.50","1.59","-","1.59","892,906.22"
"GRANITE REIT HOLDINGS LP","387427AA5","-","0.04","$869,329","Canada","Real Estate","4.61","Oct 2, 2018","2.93","107.07","FI","CAD","CAD","1.00","2.90","2.27","-","2.27","869,328.70"
"BMW CANADA INC Prvt","05590HAL1","-","0.04","$860,922","Germany","Industrial","1.73","Sep 26, 2016","1.13","100.65","FI","CAD","CAD","1.00","1.12","1.14","-","1.14","860,922.18"
"RIOCAN REAL ESTATE INVESTMENT TRUS","766910AT0","-","0.04","$857,867","Canada","Real Estate","3.85","Jun 28, 2019","3.64","106.82","FI","CAD","CAD","1.00","3.61","2.02","-","2.02","857,866.77"
"MANUFACTURERS LIFE INSURANCE COMPA","564835AD8","B8J9N82","0.04","$844,283","Canada","Financial","4.17","Jun 1, 2022","1.76","104.78","FI","CAD","CAD","1.00","5.99","2.70","-","1.49","844,283.37"
"AIMIA INC","00900QAD5","-","0.04","$837,942","Canada","Industrial","4.35","Jan 22, 2018","2.36","104.56","FI","CAD","CAD","1.00","2.33","2.43","-","2.43","837,941.68"
"MANUFACTURERS LIFE INSURANCE COMPA","564835AF3","-","0.04","$836,991","Canada","Financial","2.93","Nov 29, 2023","3.16","104.07","FI","CAD","CAD","1.00","3.14","1.66","-","1.66","836,990.91"
"MANUFACTURERS LIFE INSURANCE COMPA","564835AE6","-","0.04","$835,231","Canada","Financial","2.82","Feb 26, 2023","2.45","103.15","FI","CAD","CAD","1.00","2.44","1.56","-","1.56","835,231.23"
"CHOICE PROPERTIES REAL ESTATE INVE","17039BAB0","-","0.04","$825,044","Canada","Real Estate","3.00","Apr 20, 2017","1.42","102.24","FI","CAD","CAD","1.00","1.65","1.66","-","1.44","825,044.18"
"BMW CANADA INC Prvt","05590HAH0","-","0.04","$824,276","Germany","Industrial","2.33","May 23, 2018","2.71","102.56","FI","CAD","CAD","1.00","2.69","1.39","-","1.39","824,276.36"
"DAIMLER CANADA FINANCE INC Prvt","23384NAN7","-","0.04","$802,480","Germany","Financial","1.42","Oct 2, 2018","3.08","99.82","FI","CAD","CAD","1.00","3.06","1.48","-","1.48","802,479.72"
"MORGUARD CORPORATION","617577AA9","-","0.04","$788,549","Canada","Real Estate","4.10","Dec 10, 2018","3.14","104.50","FI","CAD","CAD","1.00","3.10","2.68","-","2.68","788,549.20"
"ALTAGAS LTD MTN","02138ZAD5","-","0.04","$762,643","Canada","Energy","4.07","Jun 1, 2020","4.40","108.21","FI","CAD","CAD","1.00","4.37","2.26","-","2.26","762,643.08"
"TELUS CORPORATION","87971MAZ6","-","0.04","$753,451","Canada","Communication","1.50","Mar 27, 2018","2.58","99.92","FI","CAD","CAD","1.00","2.57","1.53","-","1.53","753,450.77"
"BLACKBIRD INFRASTRUCTURE 407 GP Prvt","09228LAB6","-","0.04","$753,236","Canada","Infrastructure","1.71","Oct 8, 2021","4.26","100.30","FI","CAD","CAD","1.00","4.24","1.64","-","1.64","753,235.90"
"TERASEN GAS INC","05534RAB0","-","0.03","$738,625","Canada","Energy","10.30","Sep 30, 2016","1.08","110.02","FI","CAD","CAD","1.00","1.07","1.47","-","1.47","738,625.18"
"SAPUTO INC MTN","80310ZAA7","-","0.03","$728,663","Canada","Industrial","2.65","Nov 26, 2019","4.07","103.57","FI","CAD","CAD","1.00","4.04","1.79","-","1.79","728,662.72"
"JOHN DEERE CANADA FUNDING INC MTN","47787ZAB8","-","0.03","$719,446","Canada","Financial","2.25","Oct 18, 2017","2.14","102.10","FI","CAD","CAD","1.00","2.13","1.28","-","1.28","719,446.12"
"HOME TRUST CO","437376AA4","-","0.03","$716,799","Canada","Financial","3.40","Dec 10, 2018","3.17","101.87","FI","CAD","CAD","1.00","3.13","2.81","-","2.81","716,799.22"
"CHIP MORTGAGE TRUST RegS","16961RAF0","-","0.03","$712,731","Canada","Securitized","2.33","Apr 29, 2040","4.43","101.19","FI","CAD","CAD","1.00","4.39","2.32","-","2.32","712,730.78"
"YORK (THE REGIONAL MUNICIPALITY OF","98704CPN0","B295FV5","0.03","$709,353","Canada","Municipal","4.50","Sep 28, 2016","1.11","104.26","FI","CAD","CAD","1.00","1.11","0.74","-","0.74","709,352.84"
"HOME TRUST CO","437376AD8","-","0.03","$699,511","Canada","Financial","2.28","Mar 6, 2018","2.49","98.97","FI","CAD","CAD","1.00","2.47","2.69","-","2.69","699,510.65"
"AIMIA INC MTN","00900QAB9","B85H1H5","0.03","$694,967","Canada","Industrial","6.95","Jan 26, 2017","1.42","106.71","FI","CAD","CAD","1.00","1.41","2.28","-","2.28","694,966.54"
"CANADIAN WESTERN BANK","136765AS3","-","0.03","$646,425","Canada","Financial","3.08","Jan 14, 2019","3.28","103.23","FI","CAD","CAD","1.00","3.25","2.10","-","2.10","646,425.03"
"VW CREDIT CANADA INC","918423AF1","B7MXGS5","0.03","$631,791","Germany","Financial","2.20","Oct 11, 2016","1.16","101.20","FI","CAD","CAD","1.00","1.16","1.17","-","1.17","631,791.22"
"CU INC MTN","12657ZAA1","2533225","0.03","$619,248","Canada","Energy","6.80","Aug 13, 2019","3.52","120.61","FI","CAD","CAD","1.00","3.51","1.50","-","1.50","619,247.77"
"BMW CANADA INC Prvt","05590HAG2","-","0.03","$617,322","Germany","Industrial","2.39","Nov 27, 2017","2.25","102.42","FI","CAD","CAD","1.00","2.23","1.32","-","1.32","617,321.54"
"VERESEN INC MTN","92343ZAD7","-","0.03","$613,382","Canada","Energy","3.06","Jun 13, 2019","3.64","101.78","FI","CAD","CAD","1.00","3.60","2.57","-","2.57","613,382.31"
"CATERPILLAR FINANCIAL SERVICES LIM MTN","14911ZAR2","-","0.03","$607,608","United States","Financial","1.75","Jun 3, 2019","3.70","100.95","FI","CAD","CAD","1.00","3.68","1.49","-","1.49","607,608.37"
"FAIRFAX FINANCIAL HOLDINGS LIMITED","303901AQ5","B3W30X0","0.03","$602,428","Canada","Financial","7.50","Aug 19, 2019","3.48","117.03","FI","CAD","CAD","1.00","3.44","2.99","-","2.99","602,428.31"
"JOHN DEERE CANADA FUNDING INC MTN","47787ZAE2","BCKFYC8","0.03","$596,646","Canada","Financial","2.65","Jul 16, 2018","2.84","103.61","FI","CAD","CAD","1.00","2.83","1.39","-","1.39","596,646.26"
"LAURENTIAN BANK OF CANADA MTN","51925ZEF0","-","0.03","$589,180","Canada","Financial","3.13","Oct 19, 2022","2.12","102.43","FI","CAD","CAD","1.00","6.47","2.14","-","2.00","589,180.38"
"407 INTERNATIONAL INC MTN","35085ZBD7","-","0.03","$584,515","Canada","Infrastructure","3.87","Nov 24, 2017","2.21","105.68","FI","CAD","CAD","1.00","2.19","1.35","-","1.35","584,515.42"
"INTACT FINANCIAL CORP MTN","45823ZAA0","-","0.03","$582,405","Canada","Financial","5.41","Sep 3, 2019","3.66","114.17","FI","CAD","CAD","1.00","3.63","1.79","-","1.79","582,404.77"
"GREAT-WEST LIFECO INC.","39138CAC0","-","0.03","$572,572","Canada","Financial","6.14","Mar 21, 2018","2.42","112.19","FI","CAD","CAD","1.00","2.41","1.39","-","1.39","572,572.32"
"WINNIPEG AIRPORT AUTHORITY","975014AB7","-","0.03","$568,997","Canada","Infrastructure","4.57","Nov 20, 2019","3.92","112.82","FI","CAD","CAD","1.00","3.91","1.47","-","1.47","568,997.40"
"TRANSALTA CORPORATION MTN","89347ZAK3","-","0.03","$561,000","Canada","Energy","6.40","Nov 18, 2019","3.78","110.80","FI","CAD","CAD","1.00","3.73","3.65","-","3.65","560,999.70"
"H&R REAL ESTATE INVESTMENT TRUST","403925AL4","-","0.03","$550,464","Canada","Real Estate","4.45","Mar 2, 2020","4.12","108.18","FI","CAD","CAD","1.00","4.08","2.54","-","2.54","550,463.62"
"ALTAGAS INCOME TRUST MTN","02138ZAA1","B3ZVR41","0.03","$535,462","Canada","Energy","4.60","Jan 15, 2018","2.33","106.82","FI","CAD","CAD","1.00","2.31","1.73","-","1.73","535,462.37"
"VERESEN INC MTN","92343ZAA3","-","0.02","$532,393","Canada","Energy","4.00","Nov 22, 2018","3.10","105.65","FI","CAD","CAD","1.00","3.07","2.21","-","2.21","532,393.04"
"H&R REAL ESTATE INVESTMENT TRUST","403925AE0","-","0.02","$530,231","Canada","Real Estate","5.90","Feb 3, 2017","1.45","106.00","FI","CAD","CAD","1.00","1.44","1.81","-","1.81","530,231.04"
"TOYOTA CREDIT CANADA INC MTN RegS","892329AQ6","BSPPQ96","0.02","$521,277","Japan","Financial","2.48","Nov 19, 2019","4.06","103.72","FI","CAD","CAD","1.00","4.04","1.58","-","1.58","521,276.74"
"TOYOTA CREDIT CANADA INC MTN Prvt","892329AK9","B8FH3B3","0.02","$515,001","Japan","Financial","2.45","Feb 27, 2017","1.52","101.93","FI","CAD","CAD","1.00","1.51","1.20","-","1.20","515,000.80"
"VW CREDIT CANADA INC","918423AM6","-","0.02","$502,989","Germany","Financial","1.60","Apr 4, 2018","2.60","100.38","FI","CAD","CAD","1.00","2.59","1.45","-","1.45","502,989.08"
"SUN LIFE FINANCIAL INC","86682ZAC0","-","0.02","$465,276","Canada","Financial","5.70","Jul 2, 2019","3.56","115.77","FI","CAD","CAD","1.00","3.54","1.52","-","1.52","465,276.05"
"ALLIED PROPERTIES REAL ESTATE INVE","019456AA0","-","0.02","$413,016","Canada","Real Estate","3.75","May 13, 2020","4.36","102.38","FI","CAD","CAD","1.00","4.31","3.20","-","3.20","413,015.84"
"LAURENTIAN BANK OF CANADA","51925ZDT1","-","0.02","$411,834","Canada","Financial","2.56","Mar 26, 2018","2.54","102.03","FI","CAD","CAD","1.00","2.52","1.77","-","1.77","411,833.56"
"CALLOWAY REAL ESTATE INVESTMENT TR","131253AN6","-","0.01","$312,567","Canada","Real Estate","3.38","Dec 1, 2017","2.24","103.58","FI","CAD","CAD","1.00","2.22","1.80","-","1.80","312,567.38"
"PENSKE TRUCK LEASING CANADA INC","70960AAB4","-","0.01","$306,429","Canada","Industrial","2.95","Jun 12, 2020","4.52","101.70","FI","CAD","CAD","1.00","4.48","2.57","-","2.57","306,429.35"
"NEWFOUNDLAND & LAB HYDRO","651329AV6","2020329","0.01","$296,820","Canada","Provincial","10.25","Jul 14, 2017","1.81","118.08","FI","CAD","CAD","1.00","1.80","0.82","-","0.82","296,820.20"
"GEORGE WESTON LTD MTN","96115ZAW2","B7ZMRN1","0.01","$207,900","Canada","Industrial","3.78","Oct 25, 2016","1.19","102.88","FI","CAD","CAD","1.00","1.18","1.38","-","1.38","207,900.26"
"GLCRTR_12-1 1","37638ZAN4","-","0.01","$206,568","Canada","Securitized","2.81","May 20, 2017","1.74","102.68","FI","CAD","CAD","1.00","1.74","1.20","-","1.20","206,568.13"
"ENMAX CORP","293365AA0","B3B19G1","0.01","$184,138","Canada","Infrastructure","6.15","Jun 19, 2018","2.66","112.16","FI","CAD","CAD","1.00","2.64","1.78","-","1.78","184,137.97"
 
